R:A::C:P,0,1 4,2,3,5,6
0,32,25,7,3,5,2
1 4,100,172,55,47,34,46
2,39,84,41,39,34,38
3,17,26,15,15,16,13
5,17,26,10,19,13,11
6,49,91,40,55,68,88
