R:A::C:P,0 1 6,2,3 4 5
0 1 6,0.4444444444444444,0.07936507936507936,0.16666666666666666
2,0.06349206349206349,0.07142857142857142,0.07936507936507936
3 4 5,0.031746031746031744,0.023809523809523808,0.03968253968253968
