R:A::C:P,0 5,1,2 3 6,4
0 5,0.3389830508474576,0.13559322033898305,0.14788732394366197,0.14035087719298245
1,0.4322033898305085,0.5254237288135594,0.44366197183098594,0.3684210526315789
2 3 6,0.211864406779661,0.3389830508474576,0.3732394366197183,0.3684210526315789
4,0.01694915254237288,0.0,0.035211267605633804,0.12280701754385964
