R:A::C:P,0 1,2 4 6,3 5
0 1,0.29554655870445345,0.2388663967611336,0.09716599190283401
2 4 6,0.0728744939271255,0.13765182186234817,0.07692307692307693
3 5,0.012145748987854251,0.03643724696356275,0.032388663967611336
