R:A::C:P,0,1,2 5,3 4 6
0,0.4857142857142857,0.14285714285714285,0.11428571428571428,0.2571428571428571
1,0.2571428571428571,0.2571428571428571,0.22857142857142856,0.2571428571428571
2 5,0.13157894736842105,0.10526315789473684,0.34210526315789475,0.42105263157894735
3 4 6,0.125,0.0625,0.1875,0.625
