R:A::C:P,0,1,2,3,4,5,6,p
0,0.0,0.03194103194103194,0.006142506142506142,0.006142506142506142,0.01597051597051597,0.011056511056511056,0.007371007371007371,0.011056511056511056
1,0.09582309582309582,0.0,0.0343980343980344,0.05896805896805897,0.02702702702702703,0.030712530712530713,0.05528255528255528,0.04176904176904177
2,0.022113022113022112,0.0343980343980344,0.0,0.038083538083538086,0.028255528255528257,0.03194103194103194,0.014742014742014743,0.04176904176904177
3,0.0036855036855036856,0.012285012285012284,0.009828009828009828,0.0,0.004914004914004914,0.009828009828009828,0.0085995085995086,0.012285012285012284
4,0.007371007371007371,0.002457002457002457,0.011056511056511056,0.004914004914004914,0.0,0.012285012285012284,0.007371007371007371,0.002457002457002457
5,0.006142506142506142,0.006142506142506142,0.004914004914004914,0.0085995085995086,0.01597051597051597,0.0,0.012285012285012284,0.01597051597051597
6,0.013513513513513514,0.019656019656019656,0.012285012285012284,0.028255528255528257,0.033169533169533166,0.013513513513513514,0.0,0.014742014742014743
p,0.011056511056511056,0.002457002457002457,0.007371007371007371,0.009828009828009828,0.002457002457002457,0.004914004914004914,0.002457002457002457,0.0
