R:A::C:P,0 1,2 3,4,5 6
0 1,0.30319148936170215,0.1196808510638298,0.07446808510638298,0.10372340425531915
2 3,0.07712765957446809,0.0797872340425532,0.0425531914893617,0.07446808510638298
4,0.005319148936170213,0.007978723404255319,0.018617021276595744,0.005319148936170213
5 6,0.018617021276595744,0.026595744680851064,0.015957446808510637,0.026595744680851064
