R:A::C:P,0 4 5,1,2 3 6
0 4 5,0.6263736263736264,0.08791208791208792,0.2857142857142857
1,0.43373493975903615,0.18674698795180722,0.3795180722891566
2 3 6,0.3865546218487395,0.16806722689075632,0.44537815126050423
