R:A::C:P,0 2,1 6,3 4 5
0 2,0.08548850574712644,0.07830459770114942,0.08692528735632184
1 6,0.15804597701149425,0.1903735632183908,0.20617816091954022
3 4 5,0.05962643678160919,0.041666666666666664,0.09339080459770115
