R:A::C:P,0,1 2,3,4 5 6
0,0.4666666666666667,0.2,0.05,0.2833333333333333
1 2,0.23076923076923078,0.3319838056680162,0.10121457489878542,0.3360323886639676
3,0.045454545454545456,0.3181818181818182,0.13636363636363635,0.5
4 5 6,0.14893617021276595,0.19148936170212766,0.1276595744680851,0.5319148936170213
