R:A::C:P,0,1 2,3,4 5 6
0,0.3010752688172043,0.10909090909090909,0.08108108108108109,0.125
1 2,0.6129032258064516,0.7454545454545455,0.6756756756756757,0.6102941176470589
3,0.010752688172043012,0.06363636363636363,0.08108108108108109,0.08088235294117647
4 5 6,0.07526881720430108,0.08181818181818182,0.16216216216216217,0.18382352941176472
