R:A::C:P,0,1 2,3,4 5 6
0,0.07446808510638298,0.031914893617021274,0.007978723404255319,0.04521276595744681
1 2,0.15159574468085107,0.21808510638297873,0.06648936170212766,0.22074468085106383
3,0.0026595744680851063,0.018617021276595744,0.007978723404255319,0.02925531914893617
4 5 6,0.018617021276595744,0.023936170212765957,0.015957446808510637,0.06648936170212766
