R:A::C:P,0 1 2,3 6,4,5
0 1 2,0.5904761904761905,0.23333333333333334,0.11428571428571428,0.06190476190476191
3 6,0.3333333333333333,0.4444444444444444,0.05555555555555555,0.16666666666666666
4,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.0
5,0.625,0.375,0.0,0.0
