R:A::C:P,0 1 2,3 6,4,5
0 1 2,0.8985507246376812,0.7777777777777778,0.8,0.8125
3 6,0.043478260869565216,0.12698412698412698,0.03333333333333333,0.1875
4,0.021739130434782608,0.047619047619047616,0.16666666666666666,0.0
5,0.036231884057971016,0.047619047619047616,0.0,0.0
