R:A::C:P,0,1,2 3,4 5 6
0,0.12598425196850394,0.0811965811965812,0.028901734104046242,0.023297491039426525
1,0.36220472440944884,0.43162393162393164,0.21098265895953758,0.2060931899641577
2 3,0.2204724409448819,0.2606837606837607,0.3179190751445087,0.26881720430107525
4 5 6,0.29133858267716534,0.2264957264957265,0.4421965317919075,0.5017921146953405
