R:A::C:P,0,1 5 6,2,3 4
0,0.08502024291497975,0.03643724696356275,0.016194331983805668,0.032388663967611336
1 5 6,0.145748987854251,0.145748987854251,0.10121457489878542,0.12550607287449392
2,0.02834008097165992,0.0931174089068826,0.04048582995951417,0.05668016194331984
3 4,0.004048582995951417,0.020242914979757085,0.020242914979757085,0.048582995951417005
