R:A::C:P,0 1,2 3,4,5 6
0 1,0.36477987421383645,0.16981132075471697,0.08176100628930817,0.0440251572327044
2 3,0.05660377358490566,0.14465408805031446,0.018867924528301886,0.03773584905660377
4,0.006289308176100629,0.018867924528301886,0.018867924528301886,0.0
5 6,0.012578616352201259,0.018867924528301886,0.0,0.006289308176100629
