R:A::C:P,0,1 4,2 5,3,6
0,0.3150684931506849,0.3424657534246575,0.2054794520547945,0.0684931506849315,0.0684931506849315
1 4,0.21003134796238246,0.3166144200626959,0.2445141065830721,0.109717868338558,0.11912225705329153
2 5,0.13100436681222707,0.314410480349345,0.31877729257641924,0.13537117903930132,0.10043668122270742
3,0.08,0.28,0.34,0.18,0.12
6,0.10909090909090909,0.37272727272727274,0.22727272727272727,0.13636363636363635,0.15454545454545454
