R:A::C:P,0 3,1 6,2,4 5
0 3,0.3806818181818182,0.2556818181818182,0.125,0.23863636363636365
1 6,0.2979274611398964,0.3432642487046632,0.10233160621761658,0.25647668393782386
2,0.28363636363636363,0.32,0.14909090909090908,0.24727272727272728
4 5,0.33727810650887574,0.20118343195266272,0.15384615384615385,0.3076923076923077
