R:A::C:P,0 5 6,1,2,3 4
0 5 6,0.39285714285714285,0.17857142857142858,0.12,0.22
1,0.4107142857142857,0.6428571428571429,0.44,0.36
2,0.17857142857142858,0.14285714285714285,0.32,0.24
3 4,0.017857142857142856,0.03571428571428571,0.12,0.18
