R:A::C:P,0,1 4,2,3 6,5
0,0.43243243243243246,0.33783783783783783,0.0945945945945946,0.06756756756756757,0.06756756756756757
1 4,0.22026431718061673,0.3788546255506608,0.1211453744493392,0.20484581497797358,0.07488986784140969
2,0.14181818181818182,0.3054545454545455,0.14909090909090908,0.28,0.12363636363636364
3 6,0.13387423935091278,0.23732251521298176,0.11156186612576065,0.34685598377281945,0.17038539553752535
5,0.17708333333333334,0.2708333333333333,0.10416666666666667,0.3125,0.13541666666666666
