R:A::C:P,0 4 5,1 3 6,2
0 4 5,0.6470588235294118,0.2647058823529412,0.08823529411764706
1 3 6,0.35384615384615387,0.49230769230769234,0.15384615384615385
2,0.3333333333333333,0.3333333333333333,0.3333333333333333
