R:A::C:P,0,1 2,3,4 5,6
0,0.3010752688172043,0.10909090909090909,0.08108108108108109,0.14634146341463414,0.09259259259259259
1 2,0.6129032258064516,0.7454545454545455,0.6756756756756757,0.5121951219512195,0.7592592592592593
3,0.010752688172043012,0.06363636363636363,0.08108108108108109,0.10975609756097561,0.037037037037037035
4 5,0.06451612903225806,0.03636363636363636,0.13513513513513514,0.13414634146341464,0.09259259259259259
6,0.010752688172043012,0.045454545454545456,0.02702702702702703,0.0975609756097561,0.018518518518518517
