R:A::C:P,0 3,1,2 6,4,5
0 3,0.09308510638297872,0.023936170212765957,0.04521276595744681,0.031914893617021274,0.023936170212765957
1,0.1702127659574468,0.08244680851063829,0.12234042553191489,0.05585106382978723,0.010638297872340425
2 6,0.05319148936170213,0.05053191489361702,0.08776595744680851,0.0425531914893617,0.023936170212765957
4,0.007978723404255319,0.0,0.010638297872340425,0.018617021276595744,0.0
5,0.02127659574468085,0.0,0.013297872340425532,0.0026595744680851063,0.007978723404255319
