R:A::C:P,0,1,2 5,3,4 6
0,0.029449423815621,0.016645326504481434,0.019206145966709345,0.006402048655569782,0.02176696542893726
1,0.07682458386683738,0.08962868117797695,0.07810499359795134,0.03969270166453265,0.07426376440460948
2 5,0.03841229193341869,0.04865556978233035,0.09346991037131883,0.03969270166453265,0.07298335467349552
3,0.005121638924455826,0.010243277848911651,0.02176696542893726,0.011523687580025609,0.015364916773367477
4 6,0.024327784891165175,0.023047375160051217,0.05377720870678617,0.024327784891165175,0.06530089628681178
