R:A::C:P,0,1 2 3,4 6,5
0,0.16911764705882354,0.06896551724137931,0.08717948717948718,0.08823529411764706
1 2 3,0.6397058823529411,0.7097701149425287,0.5538461538461539,0.5882352941176471
4 6,0.13970588235294118,0.16666666666666666,0.26153846153846155,0.20588235294117646
5,0.051470588235294115,0.05459770114942529,0.09743589743589744,0.11764705882352941
