R:A::C:P,0 1,2 3 4 6,5
0 1,0.21254801536491677,0.1946222791293214,0.04481434058898848
2 3 4 6,0.13188220230473752,0.2727272727272727,0.07042253521126761
5,0.01792573623559539,0.03969270166453265,0.015364916773367477
