R:A::C:P,0 1 2,3 4 5,6
0 1 2,0.47606382978723405,0.21808510638297873,0.12234042553191489
3 4 5,0.047872340425531915,0.07446808510638298,0.018617021276595744
6,0.015957446808510637,0.023936170212765957,0.0026595744680851063
