R:A::C:P,0 2 4 6,1 3,5
0 2 4 6,0.5867158671586716,0.27060270602706027,0.14268142681426815
1 3,0.5817805383022774,0.3333333333333333,0.08488612836438923
5,0.5416666666666666,0.3229166666666667,0.13541666666666666
