R:A::C:P,0 2 4 6,1 3,5
0 2 4 6,0.5888888888888889,0.5339805825242718,0.6823529411764706
1 3,0.3469135802469136,0.3907766990291262,0.2411764705882353
5,0.06419753086419754,0.07524271844660194,0.07647058823529412
