R:A::C:P,0,1,2,3,4 5 6
0,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.05,0.2833333333333333
1,0.28313253012048195,0.18674698795180722,0.12650602409638553,0.10240963855421686,0.30120481927710846
2,0.12345679012345678,0.20987654320987653,0.16049382716049382,0.09876543209876543,0.4074074074074074
3,0.045454545454545456,0.045454545454545456,0.2727272727272727,0.13636363636363635,0.5
4 5 6,0.14893617021276595,0.0425531914893617,0.14893617021276595,0.1276595744680851,0.5319148936170213
