R:A::C:P,antag,fool,other,protag
antag,0.11538461538461539,0.030303030303030304,0.029288702928870293,0.0784313725490196
fool,0.11538461538461539,0.2727272727272727,0.012552301255230125,0.0392156862745098
other,0.6538461538461539,0.6363636363636364,0.9358437935843794,0.6078431372549019
protag,0.11538461538461539,0.06060606060606061,0.022315202231520222,0.27450980392156865
