R:A::C:P,0 4 5 6,1,2 3
0 4 5 6,0.6293375394321766,0.11356466876971609,0.25709779179810727
1,0.5433070866141733,0.2650918635170604,0.19160104986876642
2 3,0.5464190981432361,0.16180371352785147,0.2917771883289125
