R:A::C:P,0,1,2,3 5,4 6
0,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2
1,0.28313253012048195,0.18674698795180722,0.12650602409638553,0.12650602409638553,0.27710843373493976
2,0.12345679012345678,0.20987654320987653,0.16049382716049382,0.1728395061728395,0.3333333333333333
3 5,0.1282051282051282,0.02564102564102564,0.20512820512820512,0.358974358974359,0.28205128205128205
4 6,0.1,0.06666666666666667,0.16666666666666666,0.16666666666666666,0.5
