R:A::C:P,0,1,2 5 6,3 4
0,0.4666666666666667,0.13333333333333333,0.23333333333333334,0.16666666666666666
1,0.28313253012048195,0.18674698795180722,0.30120481927710846,0.2289156626506024
2 5 6,0.13157894736842105,0.16666666666666666,0.43859649122807015,0.2631578947368421
3 4,0.08333333333333333,0.027777777777777776,0.4444444444444444,0.4444444444444444
