R:A::C:P,0 5,1 4,2 6,3
0 5,0.1580188679245283,0.12028301886792453,0.08196721311475409,0.12359550561797752
1 4,0.3160377358490566,0.4056603773584906,0.27595628415300544,0.2640449438202247
2 6,0.4481132075471698,0.41273584905660377,0.5655737704918032,0.5280898876404494
3,0.07783018867924528,0.06132075471698113,0.07650273224043716,0.08426966292134831
