R:A::C:P,0 5,1 4,2 6,3
0 5,0.048132183908045974,0.036637931034482756,0.021551724137931036,0.015804597701149427
1 4,0.09626436781609195,0.1235632183908046,0.07255747126436782,0.033764367816091954
2 6,0.13649425287356323,0.1257183908045977,0.14870689655172414,0.06752873563218391
3,0.023706896551724137,0.01867816091954023,0.020114942528735632,0.010775862068965518
