R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.631578947368421,0.10121457489878542,0.1659919028340081
4,0.020242914979757085,0.020242914979757085,0.004048582995951417
5 6,0.048582995951417005,0.0,0.008097165991902834
