R:A::C:P,0 2,1 3 4,5 6
0 2,0.08548850574712644,0.10847701149425287,0.05675287356321839
1 3 4,0.1343390804597701,0.1867816091954023,0.07830459770114942
5 6,0.08333333333333333,0.1372126436781609,0.12931034482758622
