R:A::C:P,0 1 3 6,2,4 5
0 1 3 6,0.46558704453441296,0.11740890688259109,0.1214574898785425
2,0.13360323886639677,0.04048582995951417,0.044534412955465584
4 5,0.03643724696356275,0.020242914979757085,0.020242914979757085
