R:A::C:P,0,1,2,3,4,5,6,p
0,13,6,1,0,3,2,0,2
1,14,17,8,5,3,4,0,8
2,4,1,7,5,2,3,0,5
3,0,0,1,2,1,0,1,0
4,1,0,0,0,1,0,1,1
5,1,0,1,1,0,0,0,0
6,0,0,0,1,0,0,0,0
p,2,0,1,2,1,0,0,0
