R:A::C:P,0,1 2,3 6,4,5
0,0.022988505747126436,0.01867816091954023,0.0035919540229885057,0.004310344827586207,0.0035919540229885057
1 2,0.09410919540229885,0.16594827586206898,0.10847701149425287,0.0603448275862069,0.042385057471264365
3 6,0.04741379310344827,0.07327586206896551,0.12284482758620689,0.05028735632183908,0.0603448275862069
4,0.005747126436781609,0.015086206896551725,0.013649425287356323,0.011494252873563218,0.00646551724137931
5,0.01221264367816092,0.015804597701149427,0.021551724137931036,0.010057471264367816,0.009339080459770116
