R:A::C:P,0 5,1 2 3 6,4
0 5,0.37735849056603776,0.13793103448275862,0.3684210526315789
1 2 3 6,0.6037735849056604,0.8275862068965517,0.47368421052631576
4,0.018867924528301886,0.034482758620689655,0.15789473684210525
