R:A::C:P,0,1 5,2 6,3,4
0,0.3010752688172043,0.15476190476190477,0.08571428571428572,0.08108108108108109,0.12280701754385964
1 5,0.5483870967741935,0.4523809523809524,0.4857142857142857,0.5675675675675675,0.38596491228070173
2 6,0.11827956989247312,0.3333333333333333,0.3142857142857143,0.24324324324324326,0.2807017543859649
3,0.010752688172043012,0.05952380952380952,0.0761904761904762,0.08108108108108109,0.08771929824561403
4,0.021505376344086023,0.0,0.0380952380952381,0.02702702702702703,0.12280701754385964
