R:A::C:P,0 1,2 3,4,5,6
0 1,0.21254801536491677,0.09859154929577464,0.04481434058898848,0.04481434058898848,0.05121638924455826
2 3,0.08450704225352113,0.09218950064020487,0.03969270166453265,0.04353393085787452,0.024327784891165175
4,0.010243277848911651,0.016645326504481434,0.008962868117797696,0.010243277848911651,0.0038412291933418692
5,0.01792573623559539,0.015364916773367477,0.011523687580025609,0.015364916773367477,0.012804097311139564
6,0.03713188220230474,0.034571062740076826,0.030729833546734954,0.016645326504481434,0.02176696542893726
