R:A::C:P,0 1 2,3,4 5,6
0 1 2,0.49619771863117873,0.08745247148288973,0.14258555133079848,0.043726235741444866
3,0.028517110266159697,0.009505703422053232,0.017110266159695818,0.009505703422053232
4 5,0.03802281368821293,0.015209125475285171,0.024714828897338403,0.017110266159695818
6,0.026615969581749048,0.005703422053231939,0.022813688212927757,0.015209125475285171
