R:A::C:P,0,1 3 5 6,2,4
0,0.4857142857142857,0.2571428571428571,0.05714285714285714,0.2
1 3 5 6,0.24096385542168675,0.4939759036144578,0.1686746987951807,0.0963855421686747
2,0.11764705882352941,0.6176470588235294,0.23529411764705882,0.029411764705882353
4,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855
