R:A::C:P,0,1 3 5 6,2,4
0,0.1069182389937107,0.05660377358490566,0.012578616352201259,0.0440251572327044
1 3 5 6,0.12578616352201258,0.2578616352201258,0.0880503144654088,0.050314465408805034
2,0.025157232704402517,0.1320754716981132,0.050314465408805034,0.006289308176100629
4,0.006289308176100629,0.012578616352201259,0.006289308176100629,0.018867924528301886
