R:A::C:P,comedy,history,tragedy
comedy,0.3448275862068966,0.04597701149425287,0.08045977011494253
history,0.022988505747126436,0.14942528735632185,0.022988505747126436
tragedy,0.08045977011494253,0.08045977011494253,0.1724137931034483
