R:A::C:P,0,1,2,3 6,4 5
0,0.4117647058823529,0.17647058823529413,0.14705882352941177,0.11764705882352941,0.14705882352941177
1,0.29646017699115046,0.1902654867256637,0.17699115044247787,0.13274336283185842,0.20353982300884957
2,0.15315315315315314,0.18018018018018017,0.21621621621621623,0.27927927927927926,0.17117117117117117
3 6,0.1267605633802817,0.09859154929577464,0.18309859154929578,0.29577464788732394,0.29577464788732394
4 5,0.18,0.08,0.14,0.34,0.26
