R:A::C:P,0 1,2,3 6,4,5
0 1,0.5362637362637362,0.1010989010989011,0.17362637362637362,0.12307692307692308,0.06593406593406594
2,0.3236363636363636,0.14909090909090908,0.28,0.12363636363636364,0.12363636363636364
3 6,0.22920892494929007,0.11156186612576065,0.34685598377281945,0.14198782961460446,0.17038539553752535
4,0.1780821917808219,0.2191780821917808,0.2602739726027397,0.2191780821917808,0.1232876712328767
5,0.3020833333333333,0.10416666666666667,0.3125,0.14583333333333334,0.13541666666666666
