R:A::C:P,0 4,1 3 5 6,2
0 4,0.12955465587044535,0.06072874493927125,0.024291497975708502
1 3 5 6,0.20242914979757085,0.25101214574898784,0.11336032388663968
2,0.05263157894736842,0.12550607287449392,0.04048582995951417
