R:A::C:P,0,1 2,3,4 5,6
0,0.10317460317460317,0.06349206349206349,0.0,0.047619047619047616,0.0
1 2,0.14285714285714285,0.3492063492063492,0.0873015873015873,0.10317460317460317,0.0
3,0.0,0.007936507936507936,0.015873015873015872,0.007936507936507936,0.007936507936507936
4 5,0.015873015873015872,0.015873015873015872,0.007936507936507936,0.007936507936507936,0.007936507936507936
6,0.0,0.0,0.007936507936507936,0.0,0.0
