R:A::C:P,0,1 2,3,4 5,6
0,0.3939393939393939,0.14545454545454545,0.0,0.2857142857142857,0.0
1 2,0.5454545454545454,0.8,0.7333333333333333,0.6190476190476191,0.0
3,0.0,0.01818181818181818,0.13333333333333333,0.047619047619047616,0.5
4 5,0.06060606060606061,0.03636363636363636,0.06666666666666667,0.047619047619047616,0.5
6,0.0,0.0,0.06666666666666667,0.0,0.0
