R:A::C:P,0 4 6,1,2,3 5
0 4 6,0.40809968847352024,0.2564102564102564,0.375,0.4396551724137931
1,0.2834890965732087,0.43162393162393164,0.23214285714285715,0.16954022988505746
2,0.17289719626168223,0.21367521367521367,0.24404761904761904,0.20977011494252873
3 5,0.13551401869158877,0.09829059829059829,0.1488095238095238,0.1810344827586207
