R:C::C:G,0,1,2,3,4,5,6,7
0,23,19,3,28
1,104,62,17,97
2,56,33,26,57
3,21,9,2,18
4,11,7,11,10
5,18,11,13,15
6,39,23,14,34
7,2,2,1,7
