R:A::C:P,comedy,history,tragedy
comedy,0.49318181818181817,0.2318181818181818,0.275
history,0.20040899795501022,0.6032719836400818,0.19631901840490798
tragedy,0.2702205882352941,0.23713235294117646,0.49264705882352944
