R:A::C:P,comedy,history,tragedy
comedy,0.14731839782756279,0.06924643584521385,0.08214528173794976
history,0.06653088934147998,0.20027155465037338,0.06517311608961303
tragedy,0.09979633401221996,0.08757637474541752,0.18194161575016973
