R:A::C:P,comedy,history,tragedy
comedy,0.4696969696969697,0.19391634980988592,0.24948453608247423
history,0.21212121212121213,0.5608365019011406,0.1979381443298969
tragedy,0.3181818181818182,0.24524714828897337,0.5525773195876289
