R:A::C:P,0 1 2,3,4 5,6
0 1 2,0.9431818181818182,0.7333333333333333,0.9047619047619048,0.0
3,0.011363636363636364,0.13333333333333333,0.047619047619047616,0.5
4 5,0.045454545454545456,0.06666666666666667,0.047619047619047616,0.5
6,0.0,0.06666666666666667,0.0,0.0
