R:A::C:P,0 1 2,3,4 5,6
0 1 2,0.7345132743362832,0.09734513274336283,0.168141592920354,0.0
3,0.2,0.4,0.2,0.2
4 5,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285
6,0.0,1.0,0.0,0.0
