R:A::C:P,0 3,1,2 4 5 6
0 3,0.11336032388663968,0.024291497975708502,0.08097165991902834
1,0.1862348178137652,0.05668016194331984,0.21862348178137653
2 4 5 6,0.10526315789473684,0.03643724696356275,0.17813765182186234
