R:A::C:P,0 4 6,1 3 5,2
0 4 6,0.40809968847352024,0.36597938144329895,0.375
1 3 5,0.4190031152647975,0.422680412371134,0.38095238095238093
2,0.17289719626168223,0.211340206185567,0.24404761904761904
