R:A::C:P,0 1 2 3,4 6,5
0 1 2 3,0.7698412698412699,0.09523809523809523,0.07142857142857142
4 6,0.023809523809523808,0.015873015873015872,0.0
5,0.023809523809523808,0.0,0.0
